,Manufacturer,Model,Project Count,Usage Count,Min Unit Cost,Max Unit Cost,Average Unit Cost,Min Unit Price,Max Unit Price,Average Unit Price,Min Unit Labor Hours,Max Unit Labor Hours,Average Unit Labor Hours
Equipment,SAV,12V 7AH Battery,157,233,11.5,11.5,11.5,0,23.9,22.96,0,0.13,0.12
Equipment,SAV,12VDC POWER SUPPLY,4,11,8.49,8.49,8.49,11.99,11.99,11.99,0.25,0.25,0.25
Equipment,SAV,1G NAILON RING,1,39,0.58,0.58,0.58,1.45,1.45,1.45,0.25,0.25,0.25
Equipment,SAV,1G RETRO BOX,1,1,1.9,1.9,1.9,3.77,3.77,3.77,0,0,0
Equipment,SAV,1G RETRO RING,6,23,1.13,1.13,1.13,2.85,2.85,2.85,0,0.02,0.01
Equipment,SAV,1-GANG BLANK PLATE,155,1771,0.21,0.32,0.21,0.21,0.42,0.41,0,0.13,0.12
Equipment,SAV,1-GANG DECORA PLATE,17,70,0.46,0.46,0.46,0.46,1.99,1.97,0.02,0.02,0.02
Equipment,SAV,1GS-XX,1,2,2.3,2.3,2.3,5,5,5,0,0,0
Equipment,SAV,2'' RIGID CONDUIT,4,25,5.37,25,6.16,10.37,50,11.96,0,0,0
Equipment,SAV,24VAC TRANSFORMER,5,14,7.5,7.5,7.5,0,15,2.14,0,0,0
Equipment,SAV,2G RETRO RING,2,4,1.44,1.44,1.44,2.85,2.85,2.85,0,0,0
Equipment,SAV,2-GANG BLANK PLATE,2,12,1.25,1.25,1.25,2.5,2.5,2.5,0.15,0.15,0.15
Equipment,SAV,2-PORT DECORA INSERT,5,45,0.32,0.32,0.32,2.99,2.99,2.99,0.02,0.02,0.02
Equipment,SAV,3.5MM-RCA,3,5,8.45,8.45,8.45,11.27,16.95,15.81,0,0,0
Equipment,SAV,6'' JUNCTION BOX,3,3,13.71,13.71,13.71,0,56.35,37.57,0,0,0
Equipment,SAV,9V BATT,1,132,0.94,0.94,0.94,2,2,2,0,0,0
Equipment,SAV,ANNUAL SERVICE CONTRACT,100,102,0,4307.96,1393.59,0,8615.91,2716.94,0,0,0
Equipment,SAV,ANNUAL SERVICE CONTRACT - SECURITY,40,40,240,1950,585.13,0,3900,1151.5,0,0,0
Equipment,SAV,BALANCED XLR,1,6,20.7,20.7,20.7,41.4,41.4,41.4,0,0,0
Equipment,SAV,BeoVisionEclipse,1,1,0,0,0,0,0,0,0,0,0
Equipment,SAV,Car Rental,1,1,227.44,227.44,227.44,349.91,349.91,349.91,0,0,0
Equipment,SAV,Clickshare,1,1,0,0,0,0,0,0,0,0,0
Equipment,SAV,COAX MODULE,2,3,12,12,12,24,24,24,0,0,0
Equipment,SAV,CREDIT MEMO,30,31,-100,4316,136,-100,46286.41,5194.84,0,0,0
Equipment,SAV,CUSTOM INTERCONNECTS,25,33,36.52,4000,271.58,69.44,8000,530.44,1,4,1.85
Equipment,SAV,D BATT,45,6730,0.5,0.5,0.5,0.5,2.5,2.28,0,0,0
Equipment,SAV,DBI-2,1,1,230.99,230.99,230.99,345,345,345,0,0,0
Equipment,SAV,DIGITAL FIBER OPTICAL TO DIGITA,2,5,19.99,19.99,19.99,23.52,39.98,33.4,0,0,0
Equipment,SAV,DISCOUNT - SAV FRIENDS & FAMILY,90,145,-4850,0,-43.9,-72226.48,0,-3814.41,0,0,0
Equipment,SAV,DISCOUNT SECURITY PRODUCT MARGIN,105,195,-5990.83,0,-53.96,-25969.47,0,-6323.38,0,0,0
Equipment,SAV,DISCOUNT-PRODUCT,272,2019,-14978.34,1010.17,-25.87,-72559.88,5003.98,-4066.07,0,0,0
Equipment,SAV,DISCOUNT-SEC LABOR SAV F&F,4,6,-5062,0,-1589.5,-5062.03,-500,-2256.17,0,0,0
Equipment,SAV,ENERGY MONITORING SYSTEM,1,3,1000,1500,1333.33,1538.46,2307.69,2051.28,1,1,1
Equipment,SAV,F KEYSTONE,1,3,0.57,0.57,0.57,2.99,2.99,2.99,0.15,0.15,0.15
Equipment,SAV,F-CONNECTOR,164,6647,0.51,0.51,0.51,0.51,1.5,1.17,0,0.5,0.12
Wire,SAV,HDMI 0.7m,15,90,4.03,5.95,5.86,9.06,35,18.72,0,0.13,0.12
Wire,SAV,HDMI 1.0m,54,157,4.47,7.95,7.55,7.95,40,34.37,0,0.13,0.12
Wire,SAV,HDMI 1.5m,10,39,9.95,9.95,9.95,14.21,39.99,36.02,0.13,0.13,0.13
Wire,SAV,HDMI 10m,8,12,47.95,47.95,47.95,50.47,144.9,102.91,0.1,0.13,0.12
Wire,SAV,HDMI 2.0m,269,3393,0,12.55,11.23,0,50,40.04,0,0.13,0.12
Wire,SAV,HDMI 3.0m,13,33,8.06,16.95,16.68,21.19,70,62.91,0.13,0.13,0.13
Wire,SAV,HDMI 4.0m,27,64,10.8,20.95,19.31,23.28,90,73.5,0.13,0.13,0.13
Wire,SAV,HDMI 5.0m,15,20,25.95,25.95,25.95,50,84.99,83.24,0,0.13,0.12
Wire,SAV,HDMI 7.5m,16,27,22,35.95,31.82,104.99,190,130.65,0.13,0.5,0.17
Equipment,SAV,HDMI KEYSTONE JACK,2,2,6.3,6.3,6.3,12,12,12,0,0,0
Equipment,SAV,Hotel,1,1,945.65,945.65,945.65,1454.85,1454.85,1454.85,0,0,0
Equipment,SAV,INTEGRATED REBOOT SYSTEM (TP),4,4,0,0,0,0,0,0,0,0,0
Wire,SAV,IR EMITTER,196,1459,0,4.95,4.38,0,14,11.87,0,0.13,0.09
Equipment,SAV,MEGA CLAMP,1,4,8.06,8.06,8.06,10.08,10.08,10.08,0,0,0
Equipment,SAV,MISC HARDWARE,414,2821,-55.9,12000,407.21,-55.9,24000,886.54,0,68,0.39
Equipment,SAV,MISC ROUGH-IN PARTS,13,26,0,21054.38,3718.22,0,30077.68,4259.14,0,8,1.37
Equipment,SAV,MISC SECURITY HARDWARE,144,274,0,6118.5,338.66,0,12237,687.02,0,15,0.11
Equipment,SAV,MISC TRIM PARTS,219,7124,0,3044.14,14.06,0,6088.28,26.17,0,23.63,0.45
Equipment,SAV,NETWORK CERTIFICATION,183,598,0,175,118.8,0,350,123.11,0,2,0.63
Wire,SAV,PATCH CABLE,342,8046,0,10,0,0,274.35,0.08,0,0.15,0.14
Wire,SAV,PATCH CABLE - SHIELDED,1,2,6.95,6.95,6.95,15,15,15,0.15,0.15,0.15
Wire,SAV,PATCH-CAT6-01,3,12,1.15,1.15,1.15,6,6,6,0.01,0.01,0.01
Wire,SAV,PATCH-CAT6-02,7,19,1.32,1.32,1.32,1.47,7,5.54,0.01,0.01,0.01
Wire,SAV,PATCH-CAT6-03,82,476,1.48,1.48,1.48,2.06,8,7.86,0,0.01,0.01
Wire,SAV,PATCH-CAT6-05,50,190,1.82,1.82,1.82,2.43,10,9.68,0.01,0.01,0.01
Wire,SAV,PATCH-CAT6-07,12,31,2.15,2.15,2.15,12,12,12,0.01,0.01,0.01
Wire,SAV,PATCH-CAT6-10,9,10,0,2.49,2.24,0,14,10.8,0,0.01,0.01
Wire,SAV,PATCH-CAT6-15,5,5,3.49,3.49,3.49,3.88,20,16.78,0.01,0.01,0.01
Wire,SAV,PATCH-CAT6-25,2,3,4.45,4.45,4.45,5.56,25,12.04,0.05,0.05,0.05
Wire,SAV,PERMIT FEE,3,3,250,500,333.33,250,500,333.33,0,0,0
Wire,SAV,POWER CABLE (DO NOT ORDER),332,8350,0,0,0,0,0,0,0,0.15,0
Equipment,SAV,POWER STRIP,14,15,0,5.95,5.55,0,24.99,23.32,0,0,0
Equipment,SAV,PRINTER/FAX ALLOWANCE,23,29,0,1730,302.29,0,1730,375.57,0,1.25,0.96
Equipment,SAV,RADIAL PROAV1,1,1,90.09,90.09,90.09,120,120,120,0.5,0.5,0.5
Wire,SAV,RCA CONNECTOR,11,28,1.05,1.05,1.05,1.52,2.84,2.79,0.25,0.25,0.25
Wire,SAV,RCA INTERCONNECT,214,2891,0,289.67,3.45,0,579.34,6.32,0,5,0.14
Equipment,SAV,RG11 F CONNECTOR,8,20,2.38,2.38,2.38,2.56,6,5.36,0,0,0
Equipment,SAV,RJ45 - CAT6A,2,19,20.81,20.81,20.81,55.4,55.4,55.4,0,0,0
Equipment,SAV,RJ45 CAT6,2,4,0.62,0.62,0.62,1.24,1.24,1.24,0.05,0.05,0.05
Equipment,SAV,RJ45 CAT6 KEYSTONE INSERT,5,89,2.95,2.95,2.95,7.99,7.99,7.99,0.15,0.15,0.15
Wire,SAV,RJ45 Shielded CAT5e & CAT6,1,4,1.38,1.38,1.38,1.73,1.73,1.73,0.08,0.08,0.08
Equipment,SAV,RK40,2,3,252.95,252.95,252.95,418,418,418,0,0,0
Equipment,SAV,RS-232 F ADAPTOR,1,9,3.21,3.21,3.21,6.42,6.42,6.42,0,0,0
Equipment,SAV,RS-232 M ADAPTOR,3,3,3.21,3.21,3.21,6.42,6.42,6.42,0,0,0
Equipment,SAV,SATELLITE DISTRIBUTION,49,54,0,0,0,0,0,0,0,0,0
Equipment,SAV,SAV-1RU,186,268,0,15.5,15.44,0,23.85,15.79,0,0.25,0.15
Equipment,SAV,SECURITY MONITORING - 1YR,135,153,120,480,250.2,240,480,475.2,0,0,0
Equipment,SAV,SECURITY SPECIALTY ITEM,51,125,-488.68,12467.31,699.05,0,22968.51,1059.13,0,100,2.03
Equipment,SAV,SECURITY SPECIALTY ITEM 10,2,6,74.99,259.95,105.82,127.49,441.92,179.89,0,0.08,0.07
Equipment,SAV,SECURITY SPECIALTY ITEM 2,25,52,0,16339.5,1349.61,0,32679,2477.54,0,3,0.85
Equipment,SAV,SECURITY SPECIALTY ITEM 3,16,30,0,2317.5,314.21,0,3746.36,657.61,0,4,0.92
Equipment,SAV,SECURITY SPECIALTY ITEM 4,10,27,19.5,3584.25,522.19,33.15,6516.82,765.27,0.25,5,1.14
Equipment,SAV,SECURITY SPECIALTY ITEM 5,7,7,24.99,258,159.92,42.48,430,252.22,0.5,1,0.71
Equipment,SAV,SECURITY SPECIALTY ITEM 6,9,27,28.99,2100,298.75,40.59,4000,516.35,0,5,0.65
Equipment,SAV,SECURITY SPECIALTY ITEM 7,1,1,469.99,469.99,469.99,798.98,798.98,798.98,0,0,0
Equipment,SAV,SECURITY SPECIALTY ITEM 8,2,8,31.99,31.99,31.99,54.38,54.38,54.38,0,0.15,0.08
Equipment,SAV,SECURITY SPECIALTY ITEM 9,6,10,36.99,1900,1223.4,62.69,2500,1648.21,0.5,2.7,1.72
Equipment,SAV,SERIAL ADAPTER,138,271,0,12,11.96,0,24,23.57,0,0.15,0.14
Equipment,SAV,SERIAL ADAPTER (DO NOT ORDER),7,7,0,0,0,0,0,0,0.15,0.15,0.15
Equipment,SAV,SHIPPING,439,2537,0,13630.68,192.12,-13.07,13630.68,203.41,0,1,0
Equipment,SAV,SIMPLE DOORBELL,2,2,15.78,100,57.89,22.54,200,111.27,0,1,0.5
Equipment,SAV,SPECIALTY ITEM,111,228,-12467.34,15453.12,670.9,-22968.51,32194,1135.84,0,150,1.51
Equipment,SAV,SPECIALTY ITEM - Vanishing TV,1,1,5499,5499,5499,10998,10998,10998,5,5,5
Equipment,SAV,SPECIALTY ITEM 1,132,521,-3613.91,61637.47,6854.81,-7227.82,82183.29,9328.79,0,24,0.71
Equipment,SAV,SPECIALTY ITEM 10,27,91,0,32060,1640.97,0,35622.22,1801.46,0,65,2.1
Equipment,SAV,SPECIALTY ITEM 11,8,18,0,59.99,19.78,0,750,148.47,0,1,0.16
Equipment,SAV,SPECIALTY ITEM 12,5,8,0,459.99,193.12,14.99,1699.99,424.37,0.25,1.5,0.97
Equipment,SAV,SPECIALTY ITEM 13,3,7,0,100,58.57,5,350,123.24,1,3,2.71
Equipment,SAV,SPECIALTY ITEM 14,2,2,29,79049.63,39539.32,0,98812.04,49406.02,3,25,14
Equipment,SAV,SPECIALTY ITEM 17,2,3,0,2965.71,988.57,1599.99,3707.14,2302.37,1,12,4.67
Wire,SAV,SPECIALTY ITEM 18,3,10,0,2.35,2.12,5,2499.99,255.03,2,2,2
Wire,SAV,SPECIALTY ITEM 19,1,1,3.72,3.72,3.72,8,8,8,2,2,2
Equipment,SAV,SPECIALTY ITEM 2,107,304,-625.44,56273,1052.25,-951.67,70341.25,1499.88,0,50,0.77
Equipment,SAV,SPECIALTY ITEM 20,1,3,161,161,161,285.76,285.76,285.76,2,2,2
Equipment,SAV,SPECIALTY ITEM 3,76,206,0,369127.2,2536.45,0,454356,3368.78,0,25,0.67
Equipment,SAV,SPECIALTY ITEM 4,50,147,0,9687,341.27,4.45,10763.33,507.59,0,10,0.25
Equipment,SAV,SPECIALTY ITEM 5,39,92,0,6000,467.46,0,12000,816.35,0,4,0.72
Equipment,SAV,SPECIALTY ITEM 6,28,64,0,6132,921.55,7.25,7999,1190.99,0,16,1.11
Equipment,SAV,SPECIALTY ITEM 7,28,37,0,8497.06,1665.22,22.49,10999,2028.81,0,12,1
Equipment,SAV,SPECIALTY ITEM 8,27,46,0,17016.37,1149.83,0.06,34032.74,2126.62,0,70,3.92
Equipment,SAV,SPECIALTY ITEM 9,25,57,0,14852,668.99,0,14852,923.16,0,16,1.57
Equipment,SAV,SUBCONTRACTOR,74,1025,0,402056.38,3494.88,-8000,473007.51,4050.6,0,123.08,0.25
Equipment,SAV,TRAVEL / LODGING,13,14,0,31888.5,5217.86,0,31888.5,5285.18,0,4,0.29
Equipment,SAV,TV ALLOWANCE,1,6,362.95,2309.5,819.06,379.99,2999.99,1014.99,1,2,1.33
Equipment,SAV,TX-J2,1,2,49,49,49,70,70,70,0,0,0
Wire,SAV,XLR INTERCONNECT,6,134,0,0,0,0,0,0,0.15,0.15,0.15
Equipment,SAV,Z-WAVE DOOR LOCK ALLOWANCE,2,2,200,200,200,300,300,300,0,0,0
Wire,SAV PREP,5 SPEAKER SURROUND - NO SUB,42,265,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,7 SPEAKER SURROUND - NO SUB,44,47,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,70V SPEAKER - HOME RUN,7,765,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,70V SPEAKER - LOOP,7,1129,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,ATMOS SPEAKERS,14,25,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,AUX AUDIO INPUT,3,60,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,AUX AV INPUT,115,476,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,AUX VIDEO INPUT,3,39,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,BALANCED AUDIO SPEAKER,1,5,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,CELL REPEATER,7,19,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,CO DETECTOR,6,12,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,CONTACT,3,23,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,CONTROL RF GATEWAY,1,3,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,DECK HEATER CONTROL WIRING,1,1,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,DISPLAY,168,2596,0,0,0,0,0,0,0,4.5,0.01
Wire,SAV PREP,DISPLAY - FIBER,2,18,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,DOORBELL,26,33,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,DOORSTATION,10,15,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,DRIVEWAY SENSOR,2,2,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,DT STEREO SPEAKER,2,2,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,DUAL MOTORIZED SHADE PREP,21,2543,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,ELECTRONIC GLASS CONNECTION,1,1,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,FIRE PIT,2,4,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,FIRE SPRINKLER,1,1,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,FIREPLACE CONTROL,5,12,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,GAS DETECTOR,3,4,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,HEAT DETECTOR,5,16,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,HORN STROBE,2,2,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,HOT TUB INTEGRATION,2,2,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,INTERIOR SIREN,5,8,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,IP SURVEILLANCE,46,226,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,IRRIGATION INTERFACE WIRING,1,1,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,LANDSCAPE SPEAKERS,18,30,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,LIFT CONTROL,7,18,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,LIGHTING INTERFACE WIRING,3,36,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,LIGHTING KEYPAD,40,2781,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,LIGHTING PANEL WIRING,4,10,0,0,0,0,0,0,0,0.5,0.15
Wire,SAV PREP,LOW TEMP,1,10,0,0,0,0,0,0,0,0,0
Equipment,SAV PREP,LV HEAD END PANEL,118,442,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,MICROPHONE,1,2,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,MOTION,7,16,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,MOTORIZED SHADE PREP,117,3333,0,0,0,0,0,0,0,0,0
Equipment,SAV PREP,MOTORIZED WINDOW,4,132,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,ON WALL SPEAKER,92,419,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,PHONE/DATA,168,2468,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,REMOTE TEMPERATURE SENSOR,2,16,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,RF GATEWAY,3,17,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SATELLITE,124,127,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SECURITY CELL,40,41,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SECURITY DURESS BUTTON,1,2,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SECURITY KEYPAD,57,202,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SECURITY RFRX,19,22,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SEPTIC ALARM,4,4,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SERVICE FEED,123,127,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SMOKE DETECTOR,3,23,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SNOW MELT CONNECTION,2,10,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SOUNDBAR,38,101,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,SPRINKLER TAMPER/FLOW,5,5,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,STANDARD SUBWOOFER,66,266,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,STEREO SPEAKERS,180,2711,0,0,0,0,0,0,0,2,0
Wire,SAV PREP,SUBWOOFER,83,537,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,TOUCHPANEL,44,162,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,TV-4KC,4,38,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,VOICE CONTROL,1,6,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,WAP,150,1169,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,WEATHER STATION WIRING,6,6,0,0,0,0,0,0,0,0,0
Wire,SAV PREP,XM ANTENNA,2,2,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,ACCESS CONTROL EXIT MOTION,4,161,0,0,0,0,0,0,0,1,0.86
Equipment,SAV SECURITY,ACCESS CONTROL KEYPAD,12,89,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,ACCESS CONTROL LOCK,2,22,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,ACCESS CONTROL STRIKE,7,57,0,0,0,0,0,0,0,3,0.21
Equipment,SAV SECURITY,ASPIRATING SMOKE DETECTOR,1,15,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,CELLULAR COMMUNICATOR,46,47,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,CO DETECTOR,105,198,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,CONTACT,106,1071,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,DOCFEE,109,118,12.5,12.5,12.5,12.5,25,24.32,0,0.5,0.5
Equipment,SAV SECURITY,FLOW SWITCH/TAMPER VALVE,106,107,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,GAS DETECTOR,110,277,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,GLASS BREAK,2,15,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,HEAT DETECTOR,105,385,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,HORN STROBE,106,127,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,HUMIDITY SENSOR,3,19,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,INTERIOR SIREN,103,228,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,IP SURVEILLANCE,43,301,0,0,0,0,0,0,0,2,0.09
Equipment,SAV SECURITY,LIFE SAFETY SYSTEM CHECK,4,15,92.5,187.5,98.83,185,375,197.67,0,0,0
Equipment,SAV SECURITY,LOW TEMP/FREEZE DETECTOR,75,372,0,0,0,0,0,0,0,0.01,0
Equipment,SAV SECURITY,MOTION DETECTOR,108,358,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,OVERHEAD CONTACT,72,180,0,0,0,0,68.75,0.76,0,2,0.02
Equipment,SAV SECURITY,RFRX,103,131,0,0,0,0,0,0,0,4,0.05
Equipment,SAV SECURITY,RPT,30,73,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,SECURITY HEAD END,127,143,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,SECURITY KEYPAD,125,193,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,SEPTIC MONITORING,86,89,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,SMOKE DETECTOR,105,1014,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,WATER COP,112,125,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,WATER DETECTOR,78,971,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,WIRELESS CONTACT,36,265,0,0,0,0,0,0,0,0.5,0.05
Equipment,SAV SECURITY,WIRELESS GARAGE SENSOR,2,3,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,WIRELESS HEAT DETECTOR,6,15,0,54,7.2,0,87.1,11.61,0,1,0.13
Equipment,SAV SECURITY,WIRELESS LOW TEMP/FLOOD SENSOR,56,535,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,WIRELESS MOTION DETECTOR,7,21,0,0,0,0,0,0,0,0,0
Equipment,SAV SECURITY,WIRELESS SMOKE DETECTOR,6,26,0,0,0,0,0,0,0,0,0
Wire,SAV WIRE,10/2C,2,6,0.65,0.71,0.69,1.55,1.71,1.66,0.01,0.01,0.01
Wire,SAV WIRE,10/2C_DB,2,29,0.63,0.63,0.63,1.72,1.72,1.72,0,0.01,0.01
Wire,SAV WIRE,10AWG GROUND WIRE,95,96,0.14,7,1.66,0.17,24,5.58,0,0.4,0.09
Wire,SAV WIRE,12/2_DB,2,22,0,0.49,0.36,0,0.89,0.65,0.01,0.01,0.01
Wire,SAV WIRE,12/2C,3,29,0.37,0.38,0.38,0.64,0.91,0.86,0.01,0.01,0.01
Wire,SAV WIRE,12/4_DB,2,3,1.07,1.07,1.07,2.43,2.43,2.43,0.01,0.01,0.01
Wire,SAV WIRE,12/4C,3,63,0.71,0.71,0.71,2,2,2,0.01,0.01,0.01
Wire,SAV WIRE,12ACS50125OM3PE,5,7,2.01,2.1,2.03,5.26,5.48,5.32,0.01,0.01,0.01
Wire,SAV WIRE,12ACS9125OS2PE,4,6,0.19,0.19,0.19,0.32,2.68,2.29,0.01,0.01,0.01
Wire,SAV WIRE,14/2_DB,3,9,0.34,0.34,0.34,0.64,0.64,0.64,0.01,0.01,0.01
Wire,SAV WIRE,14/2_P,3,1578,0.28,0.28,0.28,0.43,0.43,0.43,0.01,0.01,0.01
Wire,SAV WIRE,14/2C,1,5,0.25,0.25,0.25,0.61,0.61,0.61,0.01,0.01,0.01
Wire,SAV WIRE,14/4_DB,28,413,0.52,186.99,0.97,0.66,953.65,3.19,0,0.01,0.01
Wire,SAV WIRE,14/4_P,21,2072,0.44,0.44,0.44,0.44,1.07,0.84,0.01,0.01,0.01
Wire,SAV WIRE,14/4C,174,3532,0,0.52,0.4,0,1.29,0.9,0,0.01,0.01
Wire,SAV WIRE,16/2_P,3,90,0.18,0.18,0.18,0.37,0.37,0.37,0.01,0.01,0.01
Wire,SAV WIRE,18/2C,40,44,0.1,0.14,0.14,0.18,0.33,0.31,0.01,0.01,0.01
Wire,SAV WIRE,18/4_FPLR,142,2391,0.18,0.18,0.18,0.18,0.47,0.46,0,0.01,0.01
Wire,SAV WIRE,18/4_P,2,8,0.27,0.27,0.27,0.72,0.72,0.72,0.01,0.01,0.01
Wire,SAV WIRE,18/4C,38,67,0.17,0.25,0.24,0.18,0.6,0.55,0,0.01,0.01
Wire,SAV WIRE,18/6 SHIELDED,12,82,0.28,0.28,0.28,0.29,0.56,0.51,0.01,0.01,0.01
Wire,SAV WIRE,18/6_FPLR,1,1,0.3,0.3,0.3,0.81,0.81,0.81,0,0,0
Wire,SAV WIRE,22/2_SH,3,71,0.17,0.18,0.17,0.4,0.48,0.4,0.01,0.01,0.01
Wire,SAV WIRE,22/4C,178,4601,0.09,0.09,0.09,0.09,0.47,0.24,0,0.01,0.01
Wire,SAV WIRE,22/4C_P,6,53,0.11,0.11,0.11,0.11,0.3,0.21,0,0.01,0.01
Wire,SAV WIRE,22/6C,3,19,0.13,0.13,0.13,0.33,0.33,0.33,0.01,0.01,0.01
Wire,SAV WIRE,4B50125OM3R,6,112,1.18,1.18,1.18,3.09,3.09,3.09,0.01,0.01,0.01
Wire,SAV WIRE,AXLINK,3,181,0.23,0.23,0.23,0.49,0.49,0.49,0.01,0.01,0.01
Wire,SAV WIRE,AXLINK-P,1,5,0.36,0.36,0.36,0.79,0.79,0.79,0.01,0.01,0.01
Wire,SAV WIRE,CAT6  - BLACK,117,881,0,0.12,0.11,0,0.42,0.3,0.01,0.01,0.01
Wire,SAV WIRE,CAT6  - BLUE,196,4390,0,0.12,0.11,0,0.41,0.31,0,0.02,0.01
Wire,SAV WIRE,CAT6  - GRAY,4,46,0.11,0.11,0.11,0.12,0.3,0.15,0.01,0.01,0.01
Wire,SAV WIRE,CAT6  - ORANGE,1,26,0.11,0.11,0.11,0.12,0.12,0.12,0.01,0.01,0.01
Wire,SAV WIRE,CAT6  - PURPLE,4,40,0.11,0.11,0.11,0.12,0.3,0.16,0.01,0.01,0.01
Wire,SAV WIRE,CAT6  - WHITE,208,4615,0.11,0.12,0.12,0.11,0.42,0.31,0,0.02,0.01
Wire,SAV WIRE,CAT6  - YELLOW,3,55,0.11,0.11,0.11,0.12,0.3,0.12,0.01,0.01,0.01
Wire,SAV WIRE,CAT6_DB,6,8,0.27,0.35,0.34,0.46,0.85,0.78,0,0.01,0.01
Wire,SAV WIRE,CAT6_P,31,5728,0.32,0.32,0.32,0.32,0.86,0.64,0.01,0.01,0.01
